participant_id,condition,trial_number,trial_type,target_x,target_y,target_radius,target_onset_timestamp_ms,click_timestamp_ms,reaction_time_ms,session_elapsed_ms,hit,cumulative_score
0008,auditory,1,practice,655,310,28,1775259401237,1775259401843,606,607,1,1
0008,auditory,2,practice,236,582,28,1775259402304,1775259402438,134,1202,1,2
0008,auditory,3,practice,401,387,28,1775259402898,1775259403032,134,1796,1,3
0008,auditory,4,practice,64,347,28,1775259403487,1775259404047,560,2811,1,4
0008,auditory,5,practice,609,572,28,1775259404508,1775259404844,336,3608,1,5
0008,auditory,6,experimental,652,501,28,1775259405685,1775259406410,725,5174,1,6
0008,auditory,7,experimental,581,204,28,1775259406866,1775259407494,628,6258,1,7
0008,auditory,8,experimental,929,634,28,1775259407952,1775259408498,546,7262,1,8
0008,auditory,9,experimental,623,156,28,1775259408956,1775259409646,690,8410,1,9
0008,auditory,10,experimental,685,593,28,1775259410106,1775259410608,502,9372,1,10
0008,auditory,11,experimental,155,165,28,1775259411067,1775259411603,536,10367,1,11
0008,auditory,12,experimental,143,603,28,1775259412064,1775259412479,415,11243,1,12
0008,auditory,13,experimental,766,605,28,1775259412936,1775259413439,503,12203,1,13
0008,auditory,14,experimental,455,519,28,1775259413896,1775259414297,401,13061,1,14
0008,auditory,15,experimental,468,178,28,1775259414755,1775259415334,579,14098,1,15
0008,auditory,16,experimental,323,214,28,1775259415793,1775259416196,403,14960,1,16
0008,auditory,17,experimental,781,386,28,1775259416651,1775259416972,321,15736,1,17
0008,auditory,18,experimental,603,472,28,1775259417433,1775259417823,390,16587,0,17
0008,auditory,19,experimental,847,155,28,1775259418282,1775259418753,471,17517,1,18
0008,auditory,20,experimental,541,173,28,1775259419213,1775259419719,506,18483,1,19
0008,auditory,21,experimental,707,120,28,1775259420175,1775259420564,389,19328,1,20
0008,auditory,22,experimental,543,316,28,1775259421023,1775259421275,252,20039,1,21
0008,auditory,23,experimental,210,138,28,1775259421737,1775259422616,879,21380,1,22
0008,auditory,24,experimental,573,513,28,1775259423075,1775259423478,403,22242,1,23
0008,auditory,25,experimental,933,299,28,1775259423936,1775259424474,538,23238,1,24
